sub-001,sub-002,sub-003,sub-004,sub-005,sub-006,sub-007,sub-008,sub-009,sub-010,sub-012,sub-013,sub-014,sub-015,sub-016,sub-017,sub-019,sub-020,sub-021,sub-022,sub-023,sub-024,sub-025,sub-026,sub-028,sub-030,sub-032,sub-033,sub-034,sub-035,sub-036,sub-038,sub-039,sub-040,sub-041,sub-042,sub-043,sub-044,species
0.5360000000000001,0.5125541125541125,0.49940476190476196,0.5329772079772079,0.535,0.41452205882352944,0.45357142857142857,0.5,0.5204761904761905,0.5180830039525691,0.47389162561576353,0.5062252964426877,0.5197619047619049,0.5047619047619049,0.5642857142857143,0.5847368421052632,0.5433333333333333,0.5273809523809524,0.4962962962962962,0.49126436781609195,0.5409210526315789,0.5131578947368421,0.5545454545454546,0.4776190476190477,0.5011437908496733,0.511391129032258,0.4967948717948718,0.44297385620915025,0.5721428571428572,0.5164835164835165,0.4779411764705882,0.5291666666666667,0.546,0.49444444444444446,0.5583333333333333,0.49486842105263157,0.4716129032258064,0.45102339181286555,inter
0.5340000000000001,0.514935064935065,0.49226190476190484,0.5329059829059829,0.515,0.4207720588235294,0.4642857142857144,0.5126838235294118,0.5296428571428571,0.5158102766798419,0.4861453201970443,0.5062252964426877,0.5516666666666667,0.5102513227513228,0.557142857142857,0.5614473684210527,0.53,0.5298701298701298,0.49444444444444446,0.5013793103448276,0.5560526315789474,0.5131578947368421,0.55,0.4873809523809524,0.49264705882352944,0.5145161290322581,0.49615384615384606,0.4310457516339869,0.5888095238095238,0.5126373626373627,0.4836601307189543,0.53125,0.542,0.5,0.555,0.484736842105263,0.47478494623655915,0.44809941520467833,inter
0.5280000000000001,0.5196969696969697,0.4923809523809524,0.5329059829059829,0.48500000000000004,0.42058823529411765,0.46071428571428574,0.4851102941176471,0.5251190476190476,0.5203557312252964,0.498460591133005,0.5150197628458499,0.5340476190476191,0.5047619047619047,0.5642857142857142,0.5355263157894736,0.5166666666666666,0.5322510822510822,0.5,0.49816091954022995,0.5667105263157894,0.5157894736842106,0.55,0.5007142857142857,0.5008169934640524,0.5146169354838709,0.48878205128205127,0.4310457516339869,0.5719047619047618,0.5126373626373627,0.4779411764705883,0.5395833333333334,0.5480000000000002,0.49444444444444446,0.5583333333333333,0.47934210526315796,0.471505376344086,0.4476608187134503,inter
0.522,0.49848484848484853,0.49488095238095225,0.5423789173789173,0.49000000000000005,0.3987132352941177,0.4571428571428572,0.4946691176470589,0.5032142857142856,0.5318181818181817,0.5123768472906405,0.5171936758893282,0.5161904761904761,0.4938492063492063,0.5428571428571428,0.5402631578947369,0.5199999999999999,0.5204545454545454,0.4981481481481481,0.5017241379310345,0.5718421052631578,0.5105263157894736,0.5318181818181819,0.4904761904761905,0.501470588235294,0.5163306451612903,0.48141025641025637,0.42810457516339867,0.5585714285714285,0.5126373626373626,0.475326797385621,0.5395833333333334,0.5480000000000002,0.48888888888888893,0.5452083333333333,0.4843421052631579,0.4747311827956989,0.43391812865497076,inter
0.528,0.5148268398268397,0.4755952380952381,0.548005698005698,0.49000000000000005,0.3955882352941177,0.46071428571428574,0.49724264705882354,0.49392857142857133,0.524802371541502,0.520935960591133,0.5257905138339922,0.5411904761904761,0.4937169312169313,0.5214285714285715,0.5247368421052631,0.5199999999999999,0.5206709956709956,0.4925925925925926,0.4882183908045977,0.5613157894736841,0.5105263157894736,0.5409090909090909,0.4769047619047619,0.5044117647058824,0.5240927419354838,0.4737179487179487,0.4220588235294117,0.5519047619047619,0.5277472527472528,0.4782679738562092,0.5437500000000001,0.546,0.4722222222222222,0.5285416666666667,0.4923684210526316,0.4731720430107528,0.4230994152046783,inter
0.51,0.5219696969696969,0.47333333333333333,0.5422364672364671,0.475,0.40496323529411765,0.46785714285714286,0.5034926470588236,0.49630952380952376,0.5270750988142292,0.5191502463054188,0.5238142292490118,0.5411904761904761,0.4900793650793651,0.4928571428571429,0.5273684210526315,0.5133333333333333,0.4992424242424243,0.49629629629629635,0.47827586206896544,0.5511842105263157,0.5026315789473684,0.5363636363636364,0.4766666666666667,0.5155228758169935,0.5143649193548387,0.485576923076923,0.4424836601307189,0.5452380952380953,0.5085164835164835,0.46421568627450976,0.5541666666666667,0.53,0.4833333333333333,0.5285416666666667,0.5185526315789474,0.47317204301075255,0.4173976608187135,inter
0.516,0.5057359307359308,0.47071428571428575,0.5346866096866096,0.4800000000000001,0.4079044117647059,0.48571428571428565,0.4911764705882353,0.5063095238095239,0.524802371541502,0.49815270935960576,0.5084980237154151,0.5483333333333332,0.4937169312169313,0.46428571428571425,0.5244736842105262,0.5199999999999999,0.5062770562770564,0.49074074074074076,0.4802298850574712,0.5457894736842105,0.5105263157894736,0.55,0.4595238095238095,0.5071895424836601,0.5128024193548386,0.4737179487179487,0.448202614379085,0.5321428571428571,0.520054945054945,0.4616013071895425,0.5479166666666667,0.518,0.4777777777777777,0.5285416666666667,0.5289473684210526,0.48123655913978497,0.40921052631578947,inter
0.524,0.49393939393939396,0.49226190476190473,0.5254273504273503,0.4750000000000001,0.4047794117647059,0.47857142857142854,0.4913602941176471,0.48892857142857143,0.5268774703557313,0.49298029556650247,0.5194664031620554,0.5626190476190477,0.4993386243386243,0.4428571428571428,0.524078947368421,0.51,0.5133116883116884,0.4962962962962962,0.48195402298850576,0.5486842105263157,0.5026315789473684,0.5363636363636364,0.45904761904761904,0.5218954248366012,0.5144153225806452,0.48173076923076924,0.4599673202614379,0.5254761904761904,0.5162087912087912,0.4699346405228758,0.5395833333333333,0.5080000000000001,0.4833333333333333,0.521875,0.513421052631579,0.4811827956989248,0.4093567251461988,inter
0.508,0.4987012987012987,0.4870238095238095,0.5123931623931625,0.495,0.40183823529411766,0.4678571428571428,0.4694852941176471,0.4939285714285715,0.5383399209486166,0.5,0.5108695652173914,0.5626190476190477,0.4882936507936508,0.4428571428571428,0.5164473684210525,0.5166666666666666,0.49675324675324684,0.49444444444444446,0.48201149425287354,0.5538157894736842,0.5105263157894736,0.55,0.4523809523809524,0.5189542483660131,0.5175907258064517,0.47339743589743594,0.4717320261437908,0.5321428571428573,0.5162087912087912,0.48382352941176476,0.5416666666666667,0.5120000000000001,0.4666666666666667,0.5285416666666667,0.5239473684210527,0.4811827956989248,0.4394736842105263,inter
0.49000000000000005,0.4988095238095238,0.49202380952380953,0.5084757834757835,0.51,0.41746323529411766,0.45357142857142846,0.4634191176470589,0.500952380952381,0.5316205533596838,0.5105911330049262,0.5173913043478261,0.5661904761904761,0.4902116402116402,0.40714285714285714,0.5010526315789473,0.5333333333333332,0.49696969696969695,0.4851851851851852,0.4802298850574712,0.5485526315789473,0.5026315789473684,0.55,0.44214285714285717,0.5246732026143791,0.5160786290322581,0.47724358974358977,0.4746732026143792,0.5421428571428571,0.496978021978022,0.4919934640522876,0.5291666666666667,0.5040000000000001,0.46111111111111114,0.531875,0.5160526315789473,0.4844086021505376,0.43391812865497076,inter
0.484,0.5012987012987012,0.5113095238095238,0.5140313390313391,0.5,0.4268382352941177,0.44642857142857145,0.4726102941176471,0.4891666666666666,0.5429841897233202,0.5035098522167487,0.5216403162055335,0.5521428571428573,0.49556878306878305,0.4428571428571428,0.5038157894736842,0.5199999999999999,0.5016233766233766,0.47407407407407404,0.4696551724137931,0.5618421052631577,0.5052631578947369,0.5363636363636364,0.43880952380952387,0.5305555555555556,0.5239919354838708,0.4689102564102564,0.46895424836601307,0.5554761904761905,0.4854395604395605,0.5169934640522876,0.5291666666666667,0.514,0.45,0.5252083333333333,0.5211842105263157,0.4731182795698924,0.43391812865497076,inter
0.48,0.4896103896103896,0.5282142857142856,0.5105413105413105,0.485,0.43621323529411765,0.45,0.4821691176470589,0.49119047619047623,0.524901185770751,0.48399014778325117,0.5087944664031621,0.5521428571428573,0.47916666666666663,0.47142857142857136,0.5298684210526315,0.5233333333333332,0.5014069264069265,0.4833333333333333,0.476264367816092,0.5486842105263158,0.513157894736842,0.5318181818181817,0.4692857142857143,0.5222222222222223,0.5175907258064516,0.46121794871794874,0.4571895424836601,0.5654761904761905,0.4854395604395605,0.5086601307189543,0.5291666666666667,0.504,0.4444444444444445,0.521875,0.5207894736842105,0.46510752688172036,0.4391812865497077,inter
0.504,0.48722943722943723,0.5158333333333333,0.5013532763532764,0.48,0.43621323529411765,0.4428571428571429,0.5066176470588235,0.48892857142857143,0.5135375494071146,0.47844827586206895,0.5066205533596838,0.5523809523809524,0.4737433862433863,0.46428571428571425,0.5326315789473685,0.5166666666666666,0.5084415584415585,0.4796296296296296,0.4929885057471265,0.5564473684210526,0.5184210526315789,0.5227272727272727,0.4630952380952381,0.5168300653594771,0.522328629032258,0.47307692307692306,0.4542483660130719,0.5721428571428571,0.4936813186813187,0.506045751633987,0.5312499999999999,0.516,0.43888888888888883,0.5085416666666667,0.513157894736842,0.463494623655914,0.44502923976608183,inter
0.51,0.48257575757575755,0.5158333333333333,0.49757834757834757,0.485,0.43933823529411764,0.44642857142857145,0.5191176470588236,0.5014285714285714,0.5111660079051383,0.48380541871921173,0.5219367588932806,0.5557142857142858,0.46825396825396837,0.45,0.53,0.5066666666666666,0.5133116883116884,0.4814814814814815,0.492816091954023,0.5540789473684211,0.5210526315789473,0.5181818181818182,0.4800000000000001,0.513888888888889,0.5238407258064515,0.4724358974358974,0.45702614379084966,0.5719047619047618,0.512912087912088,0.5003267973856209,0.5229166666666666,0.518,0.4499999999999999,0.501875,0.5210526315789473,0.46994623655913975,0.4478070175438596,inter
0.502,0.4803030303030303,0.5013095238095236,0.4899572649572649,0.4950000000000001,0.4455882352941177,0.4357142857142858,0.5318014705882353,0.5164285714285713,0.5156126482213439,0.5016009852216748,0.517490118577075,0.5452380952380953,0.45357142857142857,0.5142857142857142,0.5376315789473685,0.5233333333333333,0.5205627705627706,0.47222222222222215,0.49442528735632185,0.5513157894736842,0.5236842105263158,0.509090909090909,0.4735714285714286,0.5194444444444444,0.5206653225806451,0.4884615384615385,0.4571895424836601,0.5619047619047619,0.5241758241758242,0.49754901960784326,0.525,0.514,0.45555555555555555,0.5085416666666667,0.5184210526315789,0.4667741935483871,0.45628654970760235,inter
0.4920000000000001,0.47326839826839817,0.4870238095238095,0.4788461538461538,0.48500000000000004,0.45514705882352946,0.4357142857142856,0.5380514705882353,0.5115476190476189,0.49535573122529647,0.4996305418719212,0.526185770750988,0.5452380952380953,0.45548941798941794,0.5428571428571428,0.5355263157894737,0.5166666666666667,0.5228354978354979,0.474074074074074,0.494367816091954,0.5459210526315789,0.5210526315789473,0.5227272727272727,0.48690476190476195,0.5166666666666667,0.5350806451612902,0.4894230769230769,0.4338235294117648,0.5619047619047618,0.528021978021978,0.4977124183006536,0.525,0.508,0.4611111111111111,0.5016666666666667,0.5106578947368421,0.4780645161290322,0.44546783625731,inter
0.48600000000000004,0.4824675324675325,0.4847619047619047,0.48262108262108255,0.4699999999999999,0.4580882352941177,0.4428571428571429,0.5345588235294118,0.5135714285714286,0.49525691699604746,0.5033866995073891,0.5172924901185771,0.5416666666666666,0.47003968253968254,0.5428571428571428,0.5485526315789473,0.5333333333333333,0.5231601731601732,0.4777777777777777,0.5058045977011494,0.5485526315789474,0.5236842105263158,0.5181818181818181,0.5035714285714286,0.5223856209150327,0.5320060483870968,0.4967948717948718,0.43382352941176466,0.5552380952380952,0.5208791208791209,0.5062091503267974,0.5229166666666666,0.514,0.4833333333333333,0.5049999999999999,0.5001315789473684,0.4763978494623656,0.4378654970760233,inter
0.472,0.47781385281385286,0.4848809523809524,0.4900284900284899,0.4699999999999999,0.47058823529411764,0.45,0.5409926470588236,0.5015476190476191,0.4929841897233202,0.49107142857142855,0.5152173913043478,0.545,0.47367724867724864,0.5499999999999999,0.5564473684210526,0.5433333333333333,0.5373376623376623,0.4833333333333334,0.5022988505747127,0.5378947368421052,0.5342105263157895,0.5136363636363636,0.5204761904761905,0.525,0.5304435483870968,0.48076923076923084,0.43088235294117644,0.5485714285714286,0.5211538461538462,0.5173202614379085,0.5145833333333333,0.51,0.5055555555555555,0.5083333333333332,0.4976315789473684,0.47322580645161294,0.43771929824561395,inter
0.4600000000000001,0.47326839826839817,0.48238095238095224,0.49921652421652424,0.465,0.48915441176470587,0.45714285714285713,0.5380514705882353,0.48916666666666675,0.5019762845849802,0.48762315270935963,0.5130434782608697,0.5592857142857143,0.48822751322751323,0.5714285714285714,0.5693421052631579,0.5533333333333333,0.5279220779220779,0.4814814814814815,0.49350574712643674,0.5353947368421053,0.5289473684210526,0.5272727272727271,0.5311904761904762,0.5222222222222223,0.520967741935484,0.4759615384615385,0.42483660130718953,0.5349999999999999,0.525,0.5196078431372549,0.5020833333333333,0.51,0.49444444444444446,0.5081249999999999,0.5030263157894737,0.4682795698924731,0.44049707602339183,inter
0.4579999999999999,0.4688311688311688,0.4776190476190475,0.501068376068376,0.4750000000000001,0.49522058823529413,0.4749999999999999,0.5380514705882353,0.4961904761904762,0.499802371541502,0.4718596059113301,0.5175889328063242,0.5414285714285715,0.49199735449735443,0.5642857142857143,0.5511842105263158,0.57,0.5162337662337662,0.47037037037037044,0.4967241379310344,0.5353947368421053,0.5263157894736843,0.5409090909090909,0.5245238095238095,0.5245098039215688,0.5144657258064516,0.4798076923076923,0.4161764705882353,0.5314285714285715,0.5326923076923078,0.5112745098039215,0.4958333333333334,0.532,0.5,0.5045833333333334,0.503157894736842,0.4650537634408603,0.45701754385964916,inter
0.4619999999999999,0.4593073593073592,0.4777380952380952,0.49736467236467224,0.49000000000000005,0.4983455882352941,0.48571428571428565,0.5314338235294118,0.4960714285714286,0.4909090909090909,0.4861453201970443,0.5065217391304347,0.5271428571428571,0.49556878306878305,0.5357142857142856,0.5381578947368422,0.57,0.5066017316017316,0.47222222222222215,0.48649425287356324,0.5432894736842104,0.5289473684210526,0.509090909090909,0.5211904761904762,0.5132352941176469,0.5162298387096773,0.4913461538461538,0.4042483660130718,0.5247619047619047,0.5096153846153846,0.505718954248366,0.4875,0.5280000000000001,0.4722222222222222,0.5010416666666667,0.4976315789473684,0.4730645161290322,0.4511695906432749,inter
0.4699999999999999,0.4640692640692641,0.4753571428571429,0.5142450142450141,0.505,0.5047794117647059,0.4892857142857143,0.5345588235294118,0.5011904761904763,0.5020750988142292,0.48078817733990153,0.5108695652173914,0.5233333333333334,0.4990079365079364,0.5142857142857142,0.5325,0.5733333333333333,0.48571428571428577,0.47592592592592586,0.4831609195402299,0.5352631578947368,0.5289473684210526,0.5409090909090908,0.5273809523809524,0.502124183006536,0.5098790322580644,0.4948717948717948,0.41307189542483663,0.5214285714285716,0.4865384615384615,0.5029411764705881,0.4875,0.538,0.45555555555555555,0.504375,0.5002631578947369,0.47478494623655915,0.454093567251462,inter
0.466,0.48311688311688317,0.4851190476190476,0.5272792022792023,0.49000000000000005,0.5016544117647059,0.4892857142857142,0.5441176470588236,0.5060714285714286,0.5043478260869565,0.5038793103448277,0.515217391304348,0.509047619047619,0.4880291005291005,0.5,0.5326315789473685,0.5633333333333332,0.49480519480519475,0.47592592592592603,0.4781609195402298,0.5326315789473683,0.5289473684210526,0.5272727272727271,0.5207142857142857,0.5050653594771243,0.5084173387096774,0.5310897435897436,0.4218954248366014,0.5180952380952382,0.4788461538461538,0.5058823529411764,0.4854166666666666,0.538,0.4444444444444445,0.5172916666666667,0.5002631578947367,0.47801075268817206,0.46461988304093566,inter
0.4779999999999999,0.4737012987012987,0.49499999999999994,0.5217236467236468,0.515,0.4860294117647059,0.4892857142857143,0.5409926470588236,0.5107142857142858,0.4977272727272727,0.5020320197044335,0.5305335968379448,0.5126190476190475,0.4954365079365079,0.5,0.5375,0.55,0.48311688311688317,0.47777777777777775,0.47620689655172405,0.53,0.5263157894736842,0.5136363636363636,0.5173809523809523,0.4934640522875817,0.5117439516129032,0.5464743589743589,0.4276143790849674,0.525,0.4673076923076923,0.5084967320261439,0.49375,0.53,0.4444444444444445,0.5177083333333333,0.5006578947368421,0.48612903225806453,0.47514619883040937,inter
0.472,0.47359307359307357,0.4758333333333334,0.5197293447293448,0.5200000000000001,0.4922794117647059,0.4892857142857142,0.5415441176470589,0.5153571428571428,0.499901185770751,0.479064039408867,0.5241106719367589,0.5123809523809524,0.4955026455026455,0.4857142857142856,0.5273684210526317,0.5433333333333333,0.48538961038961037,0.47777777777777786,0.4867241379310345,0.5405263157894736,0.5289473684210526,0.5045454545454546,0.5040476190476191,0.49035947712418304,0.503578629032258,0.5419871794871796,0.4333333333333333,0.5483333333333332,0.4673076923076923,0.4888888888888888,0.4979166666666667,0.532,0.42777777777777776,0.5014583333333333,0.49263157894736836,0.48607526881720436,0.4859649122807018,inter
0.49000000000000005,0.48528138528138526,0.46619047619047616,0.5106125356125355,0.51,0.48308823529411765,0.4785714285714285,0.5321691176470588,0.5126190476190476,0.49743083003952576,0.480603448275862,0.5130434782608696,0.4947619047619047,0.4753968253968254,0.4928571428571429,0.5374999999999999,0.5466666666666666,0.48538961038961037,0.49074074074074076,0.48545977011494257,0.5301315789473684,0.5131578947368421,0.4909090909090909,0.49738095238095237,0.49330065359477115,0.508366935483871,0.5381410256410257,0.41274509803921566,0.5514285714285714,0.4747252747252748,0.4999999999999999,0.4895833333333333,0.53,0.4111111111111111,0.47833333333333333,0.5160526315789473,0.4893548387096775,0.4773391812865498,inter
0.484,0.48538961038961037,0.4545238095238095,0.5161680911680911,0.51,0.4893382352941177,0.4821428571428571,0.5262867647058823,0.5076190476190476,0.5065217391304347,0.49119458128078797,0.5063241106719367,0.4807142857142857,0.4826719576719576,0.48571428571428577,0.5430263157894737,0.54,0.49491341991341997,0.4925925925925926,0.48913793103448266,0.5457894736842105,0.5184210526315789,0.509090909090909,0.48047619047619045,0.48725490196078436,0.5018649193548386,0.5583333333333333,0.40669934640522876,0.5547619047619047,0.46703296703296704,0.4856209150326797,0.49583333333333346,0.532,0.4,0.4883333333333333,0.5210526315789474,0.49419354838709684,0.4856725146198831,inter
0.5,0.49004329004329,0.46642857142857136,0.5236467236467236,0.525,0.5016544117647059,0.47857142857142854,0.5294117647058824,0.5125,0.5087944664031621,0.49642857142857133,0.49772727272727274,0.4807142857142857,0.48088624338624336,0.4428571428571428,0.5481578947368422,0.5433333333333333,0.48517316017316026,0.49444444444444435,0.48419540229885055,0.5484210526315788,0.5184210526315789,0.4818181818181818,0.4776190476190475,0.4841503267973857,0.5097278225806452,0.5538461538461539,0.4125816993464052,0.5545238095238096,0.44395604395604404,0.4748366013071895,0.4937500000000001,0.534,0.4222222222222222,0.488125,0.5261842105263158,0.4974193548387097,0.4821637426900585,inter
0.516,0.5062770562770562,0.4666666666666668,0.5294159544159545,0.53,0.5110294117647058,0.475,0.5295955882352941,0.5004761904761905,0.5111660079051383,0.4946428571428572,0.4909090909090909,0.4738095238095238,0.4901455026455026,0.42857142857142855,0.5535526315789474,0.53,0.48971861471861466,0.4981481481481482,0.4828160919540229,0.5563157894736842,0.5236842105263158,0.4818181818181818,0.48452380952380947,0.4676470588235295,0.514616935483871,0.5496794871794872,0.4068627450980392,0.5516666666666666,0.4593406593406593,0.47777777777777786,0.4958333333333333,0.5360000000000001,0.4333333333333333,0.49812500000000004,0.5185526315789474,0.5039247311827957,0.4823099415204678,inter
0.508,0.5204545454545453,0.4545238095238095,0.5294871794871796,0.545,0.5047794117647059,0.4928571428571429,0.5233455882352941,0.5176190476190475,0.5069169960474308,0.5054187192118227,0.48863636363636365,0.45595238095238094,0.5013227513227514,0.4,0.5432894736842105,0.5366666666666666,0.5062770562770563,0.49074074074074076,0.4727586206896552,0.5485526315789474,0.5236842105263159,0.4727272727272728,0.4742857142857143,0.45343137254901966,0.5081149193548387,0.533974358974359,0.3983660130718954,0.5280952380952381,0.45521978021978027,0.5001633986928106,0.50625,0.5399999999999999,0.43888888888888894,0.49458333333333326,0.5078947368421053,0.5024193548387096,0.4852339181286549,inter
0.52,0.5298701298701298,0.4617857142857143,0.5220085470085469,0.55,0.5049632352941177,0.4928571428571429,0.5047794117647059,0.5246428571428571,0.5046442687747035,0.5033866995073891,0.5214426877470355,0.4878571428571429,0.5123015873015873,0.41428571428571426,0.5457894736842106,0.5366666666666666,0.5201298701298701,0.4833333333333333,0.470919540229885,0.5406578947368421,0.531578947368421,0.46363636363636357,0.4742857142857142,0.4673202614379085,0.5096270161290322,0.5262820512820513,0.4073529411764706,0.5145238095238096,0.4590659340659341,0.5029411764705883,0.4979166666666666,0.54,0.45,0.49458333333333326,0.49197368421052634,0.5023118279569893,0.47938596491228064,inter
